"sub_id","Wins_1","Wins_2","Wins_3","Wins_4","Wins_5","Wins_6","Wins_7","Wins_8","Wins_9","Wins_10","Wins_11","Wins_12","Wins_13","Wins_14","Wins_15","Wins_16","Wins_17","Wins_18","Wins_19","Wins_20","Wins_21","Wins_22","Wins_23","Wins_24","Wins_25","Wins_26","Wins_27","Wins_28","Wins_29","Wins_30","Wins_31","Wins_32","Wins_33","Wins_34","Wins_35","Wins_36","Wins_37","Wins_38","Wins_39","Wins_40","Wins_41","Wins_42","Wins_43","Wins_44","Wins_45","Wins_46","Wins_47","Wins_48","Wins_49","Wins_50","Wins_51","Wins_52","Wins_53","Wins_54","Wins_55","Wins_56","Wins_57","Wins_58","Wins_59","Wins_60","Wins_61","Wins_62","Wins_63","Wins_64","Wins_65","Wins_66","Wins_67","Wins_68","Wins_69","Wins_70","Wins_71","Wins_72","Wins_73","Wins_74","Wins_75","Wins_76","Wins_77","Wins_78","Wins_79","Wins_80","Wins_81","Wins_82","Wins_83","Wins_84","Wins_85","Wins_86","Wins_87","Wins_88","Wins_89","Wins_90","Wins_91","Wins_92","Wins_93","Wins_94","Wins_95","Wins_96","Wins_97","Wins_98","Wins_99","Wins_100","age"
"418",100,50,120,50,40,100,60,80,80,110,45,40,120,90,45,55,55,55,60,40,55,50,60,45,50,100,90,120,110,45,60,55,40,60,40,40,55,55,80,90,110,100,80,120,110,90,110,100,90,65,45,70,40,50,60,70,45,55,40,60,130,65,110,130,90,100,120,130,55,80,65,70,40,60,110,90,120,100,120,120,55,65,40,80,50,70,110,140,110,90,130,100,65,75,55,60,60,55,70,110,2
"419",100,80,110,120,90,100,90,120,110,80,110,100,90,130,120,130,110,90,100,50,50,40,60,100,120,120,40,55,45,120,80,90,110,110,140,130,100,55,110,120,120,140,110,130,140,120,110,130,150,110,150,100,120,140,140,80,150,130,120,140,160,120,45,45,55,60,40,55,50,60,50,120,160,110,130,150,150,160,140,130,150,170,130,170,90,55,40,60,40,45,55,65,70,50,70,140,160,45,60,40,2
"420",100,50,80,100,40,50,120,110,80,45,120,60,90,45,40,110,90,55,55,100,100,55,80,60,45,90,120,40,50,110,55,90,120,45,50,60,60,110,110,80,40,130,55,55,110,40,90,100,55,100,60,65,40,90,45,130,45,120,55,70,120,65,40,110,130,110,90,100,120,120,70,50,90,110,60,50,130,70,140,130,100,110,120,120,70,140,110,130,140,120,120,40,100,110,60,55,65,60,130,80,2
"421",100,50,50,120,100,80,60,80,40,40,110,45,120,90,45,100,90,120,110,55,90,80,60,110,100,55,90,55,40,55,50,60,130,45,120,130,110,110,55,40,60,40,50,45,55,65,70,50,70,90,100,45,60,100,60,55,65,80,40,120,40,80,40,120,55,55,65,55,80,60,65,75,120,65,110,140,60,65,75,45,70,130,100,85,45,40,50,55,60,70,55,70,80,65,70,70,40,80,110,120,2
"422",50,60,40,55,50,40,45,45,55,60,40,55,50,60,55,100,120,80,90,100,80,110,120,90,100,90,120,110,55,45,50,110,40,60,40,45,55,65,70,50,70,60,45,60,55,65,80,40,80,40,65,55,60,65,40,55,55,100,80,75,60,65,75,85,45,65,45,70,40,50,60,70,55,70,55,70,80,40,60,65,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,65,70,80,75,45,2
"423",100,120,80,90,110,100,80,110,120,90,100,90,120,110,50,60,40,50,40,45,45,55,60,40,55,50,60,55,55,80,110,100,80,100,45,55,120,90,50,40,60,45,130,110,120,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,55,55,65,130,110,90,110,130,40,65,55,45,70,90,100,120,120,60,65,75,60,65,75,90,100,120,110,140,130,100,110,40,50,60,85,45,55,70,55,70,2
"424",100,100,50,80,60,120,80,50,40,55,110,90,110,40,55,45,50,120,45,100,80,120,110,90,45,45,60,40,55,100,90,90,110,55,60,40,55,65,120,110,130,90,45,70,80,55,100,120,110,90,50,60,40,110,55,40,60,130,100,90,50,60,40,120,130,120,130,70,45,55,65,70,50,40,60,65,110,100,70,55,60,80,40,60,90,100,120,120,55,65,55,120,110,140,40,130,140,65,80,40,2
"425",50,60,50,40,40,45,45,100,120,100,80,80,110,55,90,55,60,110,55,40,120,55,90,50,60,100,90,120,110,45,50,45,55,60,40,40,60,40,45,100,80,55,65,70,50,70,120,110,80,110,60,90,100,55,65,110,80,130,90,40,130,90,80,100,40,120,120,130,65,110,90,55,110,90,100,120,120,55,55,60,65,130,110,120,140,65,130,75,100,60,110,65,120,75,120,85,140,45,110,130,2
"426",50,50,60,100,100,40,80,110,40,120,55,120,80,55,45,45,90,45,90,55,50,100,90,60,110,45,120,40,110,60,80,110,100,80,40,55,100,90,55,50,55,65,130,60,55,40,120,110,120,45,130,110,60,70,90,90,110,130,40,100,50,60,40,120,70,120,90,110,40,140,100,45,60,130,65,55,120,100,110,120,110,80,90,120,55,65,70,40,140,110,130,130,140,50,60,120,110,70,55,120,2
"427",100,100,50,50,40,120,80,45,60,80,45,40,90,110,55,55,120,55,60,110,100,45,90,40,100,80,50,55,90,45,120,120,60,50,110,40,110,60,55,55,80,110,90,40,55,65,60,45,110,70,100,40,45,90,130,90,130,40,55,120,130,110,100,120,50,65,90,60,70,110,90,100,130,50,70,60,55,65,70,120,120,80,40,40,80,40,60,100,120,65,65,55,55,120,80,40,140,110,140,130,2
"428",100,100,120,50,80,50,80,40,110,60,45,90,120,40,45,90,55,110,55,100,55,90,45,60,50,120,40,45,100,110,60,55,80,40,50,80,110,55,60,100,55,55,90,65,40,120,45,130,60,70,120,40,40,130,50,110,110,60,70,45,90,40,55,60,100,65,65,120,70,55,120,80,50,110,40,70,90,140,60,60,130,55,55,65,100,40,80,110,110,120,65,65,120,75,80,55,140,60,110,40,2
"429",50,100,50,100,80,120,60,40,80,40,45,110,120,90,45,100,55,90,60,120,40,110,55,90,55,110,50,80,60,55,110,100,55,90,40,130,45,100,60,80,120,130,110,90,100,120,120,40,50,120,110,110,45,45,140,130,100,55,110,65,120,70,120,50,140,70,110,130,140,90,60,110,120,60,55,110,130,65,40,80,40,80,40,65,55,130,150,55,90,60,110,100,55,65,75,60,65,75,65,150,2
"430",100,120,80,90,110,50,40,45,50,60,40,100,80,110,120,90,100,90,120,110,80,110,100,90,55,55,45,55,60,40,130,55,50,60,100,80,120,110,45,50,120,130,110,90,100,55,40,60,40,45,60,45,55,65,70,50,70,90,60,40,55,65,80,40,55,55,80,40,65,55,65,45,70,120,120,40,60,65,75,60,65,75,50,110,130,90,100,120,85,45,55,70,60,55,70,80,110,140,130,100,2
"431",50,40,45,50,60,100,80,100,120,110,120,80,90,100,90,40,55,55,120,110,90,110,45,55,60,40,55,45,50,50,60,100,80,120,110,80,110,100,90,45,60,55,40,60,90,110,130,90,100,130,120,130,110,90,100,120,40,55,55,65,45,70,40,45,55,65,70,50,120,110,90,130,120,70,60,55,65,80,40,80,40,65,40,50,60,70,40,60,65,55,80,40,60,55,65,40,80,65,55,60,2
"432",50,60,40,55,100,80,110,50,40,100,120,80,90,110,100,80,120,110,120,90,100,55,45,45,55,45,90,90,120,110,50,45,60,40,60,40,55,80,110,100,110,130,90,130,55,55,50,60,120,130,110,90,100,65,90,100,120,120,110,90,130,120,45,70,55,120,100,120,40,50,40,60,60,110,140,140,130,70,40,110,100,110,40,45,110,120,120,100,120,140,110,60,55,65,130,130,65,70,55,80,2
"433",50,100,50,60,100,40,40,120,80,45,80,110,90,55,110,120,55,90,100,90,100,45,120,110,45,80,80,110,50,100,55,120,110,90,45,90,60,130,110,130,60,120,40,90,100,130,40,55,120,110,55,90,100,50,110,120,55,90,60,65,130,45,120,120,70,110,100,55,140,40,120,130,40,140,100,50,110,60,110,60,110,70,120,40,120,100,40,120,60,140,65,110,55,45,130,130,80,55,65,70,2
"434",50,100,80,110,50,100,40,120,60,120,80,90,45,90,40,100,55,45,110,90,55,55,100,120,60,80,110,45,120,40,80,110,110,100,50,55,90,45,90,110,130,120,50,130,130,60,60,110,90,100,90,40,120,55,100,40,120,110,60,55,90,40,55,120,65,130,110,45,45,55,120,70,140,100,65,130,70,120,40,140,50,50,100,70,110,110,60,60,110,100,70,120,55,120,40,65,120,60,140,80,2
"435",100,50,100,80,50,120,110,60,80,120,40,90,100,55,40,90,90,55,120,45,110,45,110,80,50,100,110,45,100,90,80,130,120,120,130,60,110,90,110,110,130,90,90,100,100,120,120,110,120,140,130,100,110,120,120,110,140,110,130,90,140,45,40,120,110,130,130,150,110,150,120,140,140,150,130,120,140,160,55,55,120,160,130,150,150,160,140,130,150,170,130,170,140,160,120,100,120,140,60,40,2
"436",50,60,40,55,55,45,50,45,60,40,55,55,65,45,70,40,50,60,70,40,60,100,80,110,120,90,100,90,120,110,80,110,100,90,130,120,130,110,90,100,120,120,110,140,130,100,110,120,120,140,100,120,80,90,110,100,80,120,110,50,40,45,45,55,60,40,55,50,60,55,40,60,40,65,55,80,40,60,55,65,40,80,45,55,65,70,50,70,60,55,110,130,140,90,65,80,40,80,40,65,2
"437",100,50,120,80,100,50,40,80,45,45,60,55,40,60,90,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,110,55,80,40,80,110,40,120,90,100,90,65,55,60,65,75,60,55,45,50,65,75,85,45,100,55,70,55,70,80,65,120,110,70,80,90,50,80,110,60,75,60,100,75,85,90,130,120,70,75,85,95,55,65,80,65,80,120,110,45,60,40,130,110,90,100,120,120,2
"438",50,50,100,100,80,120,80,110,60,120,40,40,90,90,100,55,90,110,55,45,120,100,110,80,80,45,45,55,60,50,40,55,120,110,110,100,45,60,50,60,90,40,55,40,60,130,90,55,55,40,45,55,65,120,110,130,45,65,70,70,110,130,90,100,90,100,40,50,50,70,60,120,120,120,110,90,130,120,110,140,130,100,110,120,120,70,40,60,65,60,55,65,80,40,80,40,65,55,140,110,2
"439",100,120,100,80,50,60,50,40,40,110,120,80,45,45,55,60,40,55,50,60,55,55,90,100,90,110,90,45,55,50,40,60,120,100,110,45,40,80,80,60,45,110,120,100,40,55,65,90,110,130,70,50,70,55,120,130,60,55,110,55,65,80,40,80,40,65,55,65,90,100,90,120,60,120,65,75,60,65,75,45,85,110,70,140,130,45,55,70,55,100,40,70,80,110,120,120,140,110,130,140,2
"440",100,100,80,50,120,50,110,80,90,120,90,60,40,40,110,100,100,90,55,120,80,120,110,55,110,45,45,55,60,40,90,45,50,45,80,110,55,50,110,130,90,100,90,100,60,55,40,130,120,130,110,120,60,40,90,100,60,110,90,45,55,40,55,65,120,120,55,65,70,50,70,130,120,110,140,130,45,100,110,60,55,120,120,65,70,140,100,80,40,110,130,120,140,140,80,40,40,50,65,120,2
"441",100,100,50,50,60,80,120,40,40,110,80,120,55,55,90,100,45,90,45,90,110,55,120,110,100,60,80,110,80,40,120,110,100,55,50,60,90,90,130,55,40,120,130,110,130,60,110,90,100,90,40,120,100,45,50,45,55,110,120,90,65,45,120,70,50,70,130,110,140,130,100,110,120,120,140,110,130,140,120,100,120,60,55,65,80,40,80,40,65,55,120,60,140,110,110,40,60,130,150,110,2
"442",50,100,50,100,80,60,40,40,110,120,90,100,90,120,110,55,55,80,110,100,120,80,45,50,45,45,90,130,45,60,55,60,40,90,110,55,50,60,40,55,40,60,100,80,120,55,130,110,40,45,55,90,120,100,65,55,65,70,50,70,110,90,60,55,65,80,40,45,120,80,40,65,55,70,60,65,75,60,65,110,120,40,50,75,130,85,45,55,70,55,70,80,65,70,80,60,90,50,60,75,2
"443",100,100,50,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,120,80,90,110,100,80,120,110,90,110,130,80,110,120,90,100,90,120,110,60,40,55,55,45,50,80,110,100,90,130,45,60,40,55,55,65,40,65,55,90,100,120,130,110,90,100,120,120,45,70,40,50,60,65,75,60,65,75,60,110,140,130,100,110,120,120,140,110,130,120,140,2
"444",100,100,50,50,40,60,80,120,80,110,40,45,90,55,110,45,55,60,40,55,50,60,100,80,120,90,100,90,120,110,120,110,55,40,55,80,90,110,100,90,130,45,50,60,45,40,60,45,55,65,70,50,70,110,130,120,130,40,60,55,55,55,110,65,90,80,100,40,120,80,120,65,40,65,110,55,45,70,140,60,130,65,100,75,110,60,120,65,120,75,140,110,85,130,140,45,120,55,110,70,2
"445",50,50,100,100,80,40,60,110,120,40,45,120,80,90,45,55,100,55,55,45,90,90,120,60,50,40,45,110,110,80,60,55,40,110,100,55,50,55,100,80,90,65,60,130,120,120,45,55,40,70,130,110,110,90,40,60,40,45,55,50,100,90,120,60,65,70,120,110,40,70,50,140,110,130,60,65,55,70,60,55,65,80,40,130,100,110,80,40,60,55,80,40,65,55,65,120,90,120,40,80,2
"446",100,80,110,120,90,100,90,120,110,80,110,50,50,100,60,40,120,80,90,110,100,90,130,40,100,55,80,45,45,55,120,130,110,90,100,120,45,55,120,120,110,140,130,100,110,50,60,40,55,50,110,120,120,140,60,55,40,60,40,45,110,130,140,120,110,130,150,110,90,150,120,140,140,45,60,40,55,65,70,110,130,90,100,150,130,120,140,50,55,160,120,160,130,150,120,110,150,160,55,65,2
"447",50,40,100,80,110,120,100,120,45,45,55,60,50,60,40,80,40,55,50,90,110,90,100,90,120,110,60,55,40,60,100,80,80,110,100,90,130,40,45,55,55,120,110,120,130,110,90,100,120,120,110,140,130,90,110,130,55,65,70,45,50,45,60,40,50,70,100,110,120,120,140,110,130,140,90,100,60,55,55,55,120,110,90,130,120,110,65,65,130,150,110,150,120,45,70,140,140,150,130,80,2
"448",100,50,80,100,40,50,120,110,45,120,60,80,40,45,90,90,100,110,55,90,120,110,80,55,60,110,100,55,100,90,130,40,55,45,50,50,60,80,120,130,110,90,100,120,120,45,110,140,120,110,55,40,60,60,40,45,90,55,65,70,50,70,40,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,60,130,120,140,160,120,160,55,55,55,65,80,130,150,150,40,80,40,2
"449",50,50,100,100,120,80,80,110,120,90,100,90,120,110,40,45,45,55,60,40,55,50,60,40,60,55,40,60,40,45,55,65,70,50,70,60,55,65,55,80,110,100,90,130,90,110,100,80,120,110,80,40,80,40,65,55,60,65,75,60,65,75,55,45,50,45,60,40,55,55,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,65,45,70,40,50,2
"450",50,100,50,40,120,60,45,80,40,90,100,45,110,55,80,100,55,80,60,110,120,40,120,55,110,90,50,90,55,100,60,110,45,90,50,130,55,90,45,120,40,60,100,40,60,110,120,80,55,40,110,110,55,90,100,65,130,90,45,45,130,55,70,120,120,65,40,100,50,130,70,120,60,50,110,70,70,140,90,60,40,100,55,60,110,65,65,120,110,55,80,120,80,40,110,40,80,140,40,60,2
"451",100,50,120,50,100,60,40,80,80,40,110,90,45,55,55,120,90,100,110,90,120,110,45,50,80,110,100,80,45,55,60,45,60,40,55,40,50,60,55,55,120,110,100,90,90,40,60,130,110,130,55,65,40,45,45,70,55,65,120,90,100,70,50,40,70,50,130,60,55,110,120,90,60,65,80,100,120,40,120,80,70,40,40,65,55,110,140,110,60,130,90,65,75,60,65,100,60,65,110,130,2
"452",100,100,50,50,80,60,120,40,40,110,80,55,45,120,90,90,55,45,45,100,110,90,50,55,120,45,100,110,60,60,80,80,40,40,110,55,120,100,55,55,65,90,110,130,45,50,90,110,120,70,60,40,130,130,110,50,55,90,90,60,40,70,100,100,120,120,40,60,60,120,110,110,65,40,55,140,90,130,80,45,40,100,130,110,60,55,65,70,50,70,120,55,120,120,65,60,40,140,100,110,2
"453",50,60,40,100,80,50,110,100,120,80,120,90,55,40,100,90,90,110,100,80,120,110,55,45,45,80,50,45,45,55,60,60,40,40,55,55,55,50,65,60,45,70,40,50,60,70,40,60,65,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,75,45,85,70,80,60,65,75,70,60,80,50,90,75,85,65,70,80,75,65,85,55,95,55,40,60,40,45,55,65,70,50,70,60,55,65,2
"454",100,120,80,100,80,50,60,50,40,90,110,45,45,55,60,40,55,50,60,40,100,110,55,55,120,80,90,40,60,55,40,100,90,45,120,110,55,120,65,110,70,45,50,50,90,80,70,45,110,60,130,90,55,100,110,100,60,65,90,120,80,130,120,40,110,80,40,130,110,40,90,65,100,55,55,120,55,120,110,90,130,60,140,65,120,65,45,75,70,60,65,130,100,110,120,75,120,140,110,130,2
"455",100,50,80,50,40,60,100,40,45,45,120,55,80,55,110,55,45,50,90,110,60,40,45,120,90,60,100,80,55,100,50,120,90,60,40,110,55,120,40,110,55,90,55,60,40,45,65,110,130,55,65,80,110,90,70,50,100,100,70,45,70,90,130,120,60,55,40,50,65,80,40,110,90,80,120,60,40,130,110,70,65,55,40,130,90,100,60,65,120,120,75,60,60,65,100,75,120,65,120,85,2
"456",100,80,50,100,110,120,120,50,90,60,80,40,100,90,120,110,55,90,80,110,55,110,100,90,130,40,100,80,45,45,45,55,60,40,55,50,60,50,120,110,120,130,110,90,100,120,120,45,55,90,110,140,130,60,100,110,120,120,140,110,130,140,40,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,120,110,130,150,110,150,120,140,140,150,130,120,140,160,110,130,55,60,65,2
"457",100,120,80,100,90,50,50,40,60,45,45,40,80,110,120,90,100,90,120,110,110,100,80,80,110,100,90,55,55,45,50,55,60,40,55,50,60,55,40,60,40,45,130,120,130,110,90,120,110,90,100,120,120,60,45,55,65,70,50,70,40,110,140,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,160,110,130,90,130,150,55,55,60,55,65,80,40,2
"458",100,50,80,100,110,60,120,50,40,120,80,55,90,90,40,100,55,110,45,90,100,120,110,50,80,80,45,110,100,90,45,130,120,120,60,45,130,110,110,90,100,120,120,40,55,55,110,90,140,130,100,55,110,120,120,65,140,110,130,140,45,120,110,130,70,60,150,110,40,150,110,130,120,50,140,40,55,50,60,90,100,120,110,140,150,130,60,120,140,160,90,120,160,130,70,40,55,40,150,150,2
"459",100,80,110,120,90,100,90,120,110,80,110,100,90,50,60,40,55,55,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,100,120,80,90,110,100,80,45,50,45,60,40,55,55,65,45,70,40,50,60,70,40,2
"460",100,50,100,50,60,120,40,80,40,45,55,80,110,90,120,55,90,45,100,90,120,110,110,80,45,55,50,110,100,100,45,90,130,60,80,120,130,110,90,100,40,120,120,60,55,120,110,110,140,130,55,100,110,120,120,140,110,130,140,90,120,110,130,150,110,150,65,120,140,140,40,55,50,150,130,120,140,160,45,120,160,130,150,150,160,140,130,150,170,130,60,170,140,160,110,130,55,40,60,70,2
"461",100,50,100,50,60,120,40,80,40,45,55,80,110,90,120,55,90,45,100,90,120,110,110,80,45,55,50,110,100,100,45,90,130,60,80,120,130,110,90,100,40,120,120,60,55,120,110,110,140,130,55,100,110,120,120,140,110,130,140,90,120,110,130,150,110,150,65,120,140,140,40,55,50,150,130,120,140,160,45,120,160,130,150,150,160,140,130,150,170,130,60,170,140,160,110,130,55,40,60,70,2
"462",50,60,40,100,50,100,80,55,40,55,110,120,90,100,90,120,110,120,80,45,45,50,45,55,60,80,40,45,90,55,110,50,100,80,60,110,60,100,90,130,55,40,40,120,120,130,110,110,90,100,120,120,55,60,55,40,45,55,65,70,50,70,65,110,140,45,130,60,70,100,55,110,65,120,80,120,40,140,80,110,40,130,65,140,55,40,50,120,90,110,130,60,150,65,110,75,150,60,120,65,2
"463",100,50,120,50,80,100,80,110,120,90,100,90,120,110,60,40,90,40,80,110,55,45,100,110,100,55,45,55,80,90,45,60,120,130,50,40,110,90,45,60,55,50,110,130,90,120,130,40,60,100,110,90,100,55,55,55,40,60,40,120,120,120,45,55,65,70,65,110,140,130,45,100,50,110,70,120,120,140,70,110,110,90,40,60,50,130,130,60,140,55,65,70,80,40,40,120,120,110,60,65,2
"464",100,120,80,90,110,100,100,80,110,80,120,90,100,90,50,60,40,120,110,120,110,80,110,100,55,55,50,40,45,90,90,130,110,130,45,50,45,55,60,40,90,100,120,130,110,90,100,120,120,45,60,55,50,60,120,110,140,130,110,90,100,110,130,120,120,120,140,110,130,140,120,110,130,150,110,100,120,150,120,140,140,140,110,110,40,55,40,60,40,45,55,65,70,50,70,55,55,150,130,120,2
"465",50,60,40,55,55,45,50,45,60,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,100,80,110,120,90,100,90,120,110,100,120,80,90,110,40,55,55,65,45,70,40,50,60,70,40,60,65,55,80,40,80,2
"466",100,50,50,100,80,120,40,60,110,80,45,40,90,120,45,55,110,90,55,100,55,45,100,80,50,60,90,120,120,45,40,110,60,110,55,90,50,40,80,110,60,55,110,55,55,130,100,40,65,90,90,130,100,60,45,120,120,40,70,110,130,45,40,90,110,55,50,130,90,65,60,100,120,70,120,120,50,70,110,100,70,140,120,40,60,140,130,60,55,100,110,110,65,65,110,100,55,80,40,120,2
"467",50,60,100,120,50,40,100,45,45,55,80,90,80,40,110,60,110,120,55,100,90,100,40,55,55,45,50,80,120,50,60,55,90,120,45,60,110,90,40,55,55,110,40,60,65,45,40,45,110,80,70,40,55,65,110,50,100,90,130,120,130,110,90,100,120,120,70,50,70,130,60,70,110,140,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,60,55,2
"468",50,60,40,55,55,45,50,45,60,40,55,55,65,45,70,40,50,60,70,100,80,110,120,90,100,90,120,110,100,120,80,80,110,100,90,130,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,90,110,120,130,2
"469",50,50,100,100,60,120,80,110,40,40,120,80,55,90,90,45,100,110,55,45,90,45,55,100,120,50,60,110,45,80,40,60,80,55,120,40,110,55,110,100,55,50,90,65,45,90,130,70,110,60,120,40,130,55,110,50,130,90,40,100,90,60,60,70,120,100,40,40,120,45,120,110,60,55,110,90,65,65,140,130,55,130,120,100,80,100,110,40,120,70,60,120,55,140,120,65,110,130,40,140,2
